smiles,heptox
CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]2CCCN3N2C(=O)[C@H](CCC3=O)NC(=O)c4nccc5ccccc45,1.0
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)C,0.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,1.0
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.0
CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,0.0
Cc1cc(cc(C)c1Oc2nc(Nc3ccc(cc3)C#N)nc(N)c2Br)C#N,1.0
FC(F)(F)C(F)(F)C(F)(F)F,0.0
CN1CCC[C@@H]1CCO[C@](C)(c2ccccc2)c3ccc(Cl)cc3,0.0
CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO,0.0
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,0.0
CCN(CC)C(C)C(=O)c1ccccc1,0.0
CN1C(=O)CC(C)(C1=O)c2ccccc2,0.0
CC(C[N+](C)(C)C)OC(=O)N,0.0
OC(=O)Cc1ccc(OCC=C)c(Cl)c1,1.0
CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,1.0
CC(=O)Nc1c(I)c(NC(=O)C)c(I)c(C(=O)O)c1I,0.0
CC(=O)Oc1ccc(cc1)C2(C(=O)N(C(=O)C)c3ccccc23)c4ccc(OC(=O)C)cc4,1.0
CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)c3ccccc3)C1=O,0.0
CN1CCN(CC1)C2=C3C=CC=CC3=Nc4ccc(Cl)cc4N2,1.0
CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)C(CO)c3ccccc3,0.0
