smile,solub
Nc1[nH]c2cc(ccc2c1c3ccccn3)N(=O)=O,0
OC(=O)COc1ccccc1C=NNC(=O)c2ccc(NS(=O)(=O)c3cccs3)cc2,1
CCOc1ccccc1NC(=O)CSc2n[nH]c(N)n2,0
Cc1cc(C)c(c(C)c1)n2nnnc2SCC(=O)c3cccs3,0
Brc1cccc(c1)C(=O)NCCCn2ccnc2,1
CN1C(=NC(=O)C(C)(C)C)Sc2cccc(F)c12,0
O=C(Nc1oc(nn1)C2=COCCO2)C3CCCCC3,1
OC(CN1CCC(Cc2ccccc2)CC1)C(F)(F)F,1
CN(Cc1ccccc1)C(=O)c2ccccc2C(=O)OCC(=O)N(Cc3ccccc3)C(C)(C)C,1
CCOc1ccc(cc1)N(C2CS(=O)(=O)C=C2)C(=O)C3CCCO3,1
Clc1ccc(Br)cc1C(=O)Nc2ccc(CN3CCOCC3)cc2,1
O=C(CC(NC(=O)c1ccccc1)c2ccccc2)NCc3ccccc3,0
COc1ccc(cc1)c2nnc3CCCCCn23,1
CCCOc1ccc(cc1)C(=O)NCCN2CCOCC2,1
Cc1cc(C)c(NC(=O)CSc2cccc[n+]2[O-])c(C)c1,1
Nc1ccc(cn1)c2nc3ccccc3s2,1
COC(=O)c1cc(oc1C)S(=O)(=O)Nc2nn(C)c3ccccc23,1
Cc1cccc(NC2=NC(=O)C(CO)(CO)S2)c1,1
COc1ccc(CC(=O)NCc2ccc3c(c2)cc(C)n3C)cc1OC,1
Fc1cc(Cl)ccc1NC(=O)c2ccc(cc2)n3cncn3,0
COc1ccc(CCCC(=O)NCC(=O)N\N=C\c2cc(Cl)ccc2OC)cc1,0
CN(C)c1ccc(\C=N\NC(=S)N)cc1N(=O)=O,0
CC(=O)CC(=O)Nc1ccc(cc1)C(=O)N,1
Clc1cccc(NC(=S)NC(=O)C2CC2)c1Cl,0
O=C(NC1CC1)C2CN(C(=O)C2)c3ccccc3,1
Cc1ccccc1N2CCN(CC2)S(=O)(=O)c3cccs3,0
CN(C(=O)COC(=O)c1cc2ccccc2cc1O)c3ccccc3,0
COc1cc(ccc1NC(=O)CN2CCCC2)N(=O)=O,1
CN(CC(=O)Nc1ccc(F)cc1)C(=O)C2CCCC2,1
CC1CCCC(C)N1C(=O)COC(=O)c2oc3ccccc3c2C,1
CCOC(=O)C1CCN(CCC(=O)Nc2cc(C)ccc2C)CC1,1
CCc1ccc(cc1)C(=O)CN2C(=O)NC3(CCc4ccccc34)C2=O,0
CC(CN1CCCCC1)OC(=O)c2ccc3OCCOc3c2,1
CC\C(=C/1\C=C(F)C=CC1=O)\NNC(=O)c2ccc3c(c2)nc(C)n3CC,0
Cc1cc(\C=C/2\NC(=O)NC2=O)c(C)n1c3ccncc3,1
Fc1ccc(cc1)N2C(=S)NN=C2c3ccc4ccccc4n3,1
CCC(C)[C@H](NC(=O)Nc1ccc2OCCOc2c1)C(=O)OC,1
OC(=O)c1ccc(NC(=O)\C(=C\c2cccnc2)\C#N)cc1,1
Cc1ccccc1N2C(=S)NN=C2[C@@H]3C[C@H]3c4ccccc4,1
Cc1cccc(NC(=O)CC2(CC(=O)O)CCCC2)c1,1
Cc1nn(c(C)c1Cl)c2ccc(NC(=O)c3ccncc3)cc2,0
Clc1ccc(CNC(=O)c2ncn[nH]2)cc1,1
Clc1ccccc1OCC(=O)NCCCNC(=O)c2occc2,1
CCC(C)\C(=N\Nc1ccc(cc1N(=O)=O)S(=O)(=O)N)\C,1
COc1ccc(CCC(=O)OCC(=O)Nc2sccc2C(=O)N)cc1OC,1
CN(Cc1ccccc1)C(=O)CC(=O)N(C)Cc2ccccc2,1
Cc1nnc(NC(=O)C2CN(Cc3ccccc3)C(=O)C2)s1,1
O=C(NC(=S)Nc1cccc2ncccc12)c3ccccc3,0
NS(=O)(=O)c1ccc(CCN2C(=O)CCC2=O)cc1,1
NC1=CC(=O)N=C(N1)SCC(=O)N2CCCC2,1
CCOc1oc(nc1)c2c(C)onc2c3c(F)cccc3Cl,0
COc1ccc(OC)c(NC(=O)c2csc(Cl)c2OC)c1,0
CCCc1oc(SCC(=O)Nc2cccc(c2)C(F)(F)F)nn1,1
CC1Cc2ccccc2N1C(=O)CCn3nc(C)cc3C,1
Fc1ccccc1NC(=O)Cc2ccsc2,1
Cc1cc(nn1CC(=O)N\N=C\c2ccccc2Br)N(=O)=O,0
CCOc1ccc2ccc(OCC)c(\C=N\n3cnnc3)c2c1,0
CC(C)NCC(O)c1ccc(NS(=O)(=O)C)cc1,1
Cc1ccc(NC(=O)CSc2nncn2N)cc1C,1
Cc1cccnc1NC(=O)Nc2ccccc2,0
Cc1ccc(cc1)c2oc(nc2)c3ccccc3C(=O)O,1
Fc1cccc(\C=C\C(=O)OCC(=O)NC2CCCCCC2)c1,0
CN(C1CCN(C)CC1)S(=O)(=O)c2ccc(F)cc2F,1
O=N(=O)c1ccc(\C=N\N2C=NNC2=S)cc1,1
O=C(COc1ccc(cc1)N(=O)=O)NNC(=O)c2cccs2,1
FC(F)(F)c1cccc(NS(=O)(=O)c2cccc(c2)C(=O)NCC3CCCO3)c1,0
CCc1ccc2oc(C(=O)Nc3nonc3C)c(C)c2c1,0
Brc1cncc(c1)C(=O)OCC(=O)NC2CCCCC2,1
CCN(CCn1cccn1)Cc2onc(n2)c3ccc(OC)cc3,1
Cc1ccnn1Cc2cc(C(=O)O)c3ccccc3n2,1
CCOC(=O)c1cc2c(ccn2C)n1CC(=O)Nc3ccc(F)cc3,0
C\C(=N/Nc1cc(ncn1)N2CCOCC2)\c3ccccc3,1
Cc1cc(Cl)cc(C)c1OCCn2ccnc2,1
CSC1=Nc2sc3COC(C)(C)Cc3c2C(=O)N1CC(C)C,0
Clc1cc(ccc1N2CCN(CC(=O)N3CCOCC3)CC2)N(=O)=O,1
O=C1C=CC(=CNN2CCN(CC2)c3ccccn3)C=C1,1
O=C(COC(=O)c1n[nH]c2ccccc12)Nc3ccccc3,0
Clc1ccc(OCC(=O)NNC(=O)c2ccncc2)cc1,1
CCCC(N1C(=S)S\C(=C/c2nc3ccccc3[nH]2)\C1=O)C(=O)O,1
CSc1ccccc1NC(=O)CN2C(C)Cc3ccccc23,1
CCNC(=O)c1ccc(CSc2nc3ccccc3s2)cc1,0
O=C1N(Cc2ccc3OCOc3c2)C=Nc4ccccc14,1
CCCN1C(=O)N(C=C(C#N)C1=O)C2CC2,1
Fc1cccc(c1)C(=O)NC(=S)Nc2ccc(CN3CCOCC3)cc2,1
COc1cc(cc(OC)c1OC)C(=S)N2CCOCC2,1
Cn1nccc1NC(=O)CC2(CC(=O)O)CCCCC2,1
Cc1cc(cs1)C(=O)NNC(=S)NC2CCCCC2,1
CC1(CC1(Br)Br)C(=O)N2CCN(CC2)C(=O)c3occc3,1
CC(=O)c1sc(NCc2ccccc2)nc1C,1
CC(NC(=O)c1ccccc1F)C2CC2,1
CCOc1ccc(cc1Cl)C(=O)NCc2occc2,1
Clc1ccc(cc1)C(=O)NCCN2CCOCC2,1
NC(=O)Cc1ccc(s1)C(=O)CSc2nnc(c3ccncc3)n2C4CC4,1
CC(C)CC(NC(=O)C1CCCCC1)C(=O)Nc2cccc(c2)C(=O)C,1
Brc1ccc(cc1)n2cnc(c2)c3ccccc3,0
CCCCc1oc2ccc(cc2n1)C(=O)N(C)C3CCOCC3,1
Clc1cccc(c1)C(=O)N2CCCc3ccccc23,1
CCN(CC)C(=S)SCC(=O)Nc1ncc2C(=O)CC(C)(C)Cc2n1,0
Fc1ccc(cc1)C2Nc3cccc4cccc(N2)c34,0
Cc1cccc(NC(=O)CCS(=O)(=O)c2ccc(Cl)cc2)c1,0
Cc1cccc(c1)N(CC(=O)N2CCCC2)S(=O)(=O)C,1
CC1CN(CC(C)O1)C(=O)COc2ccc3ccccc3c2,1
CCC1(C)Cc2ccccc2C3=C1C(=O)N=C(N3)SC,0
CN1C(=C(C(=O)COC(=O)c2cc(ccc2F)S(=O)(=O)N3CCOCC3)C(=O)N(C)C1=O)N,1
ONC(=Nc1ccccc1Cl)c2c(F)cccc2F,1
CCOc1ccc(C=NNc2ccc(cc2N(=O)=O)S(=O)(=O)Nc3ccccc3C(=O)O)cc1OC,1
CC(C(=O)NC1CCCCCC1)n2cc(cn2)N(=O)=O,1
CCC1CCCCN1CC(=O)c2c(C)[nH]c3cc(C)ccc23,1
Cc1ccc(Nc2nc(Cl)nc(NC3CCCCC3)n2)cc1,0
Oc1ccc(cc1)n2nnnc2SCC(=O)c3oc4ccccc4c3,0
COc1ccccc1N2C(=S)NN=C2c3ccccc3,1
Cc1cc(C)cc(c1)C(=O)NCCN2CCOCC2,1
O=C(CSC1=NC(=O)C=NN1)NC2CCCCC2,1
O=C(COC(=O)c1ccncc1)N2CCN(CC2)c3ccccc3,1
Brc1cncc(c1)C(=O)OCC(=O)NC23CC4CC(CC(C4)C2)C3,0
COc1ccc(cc1)C2(CNC(=O)c3ccc(N)cc3)CCCC2,1
COc1cccc(CN(C)C(c2ccccc2)c3ccccc3)c1OC,0
CCCS(=O)(=O)N1CCCC(C1)C(=O)Oc2ccc(Cl)cc2,0
Cc1ccc(C)c(NC(=O)C2CC(O)CN2C(=O)Oc3ccccc3)c1,1
CN(C)C=NC(=O)c1[nH]c2ccc(Cl)cc2c1c3ccccc3,1
Clc1ccc(C(=O)Nc2ccc(Nc3ccccc3)cc2)c(c1)N(=O)=O,0
COC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2cnc3ccccc3n2,1
Fc1ccc(cc1)C2=NNC(=S)N2c3ccc4OCCOc4c3,1
Cc1sc2N=CNC(=O)c2c1c3ccc(Cl)cc3,0
Oc1cccc(NC(=O)C2CC(=NO2)c3ccc(Cl)cc3)c1,0
Cc1ccc(cc1)N2NC=C3C(=O)N=C(SCC(=O)N4CC(=O)Nc5ccccc45)N=C23,0
Fc1cccc(N2CCC(CC2)C#N)c1C#N,1
C\C(=N/NC(=O)CNC(=O)c1ccc(Cl)cc1)\Cc2ccccc2,0
O=N(=O)c1ccc(CP(=O)(c2ccccc2)c3ccccc3)cc1,0
OC(=O)CSCc1nc2ccccc2[nH]1,1
CCOc1c(Cl)cc(CNc2nnnn2C)cc1OC,1
CN(C)C(=O)CSc1nnc(NC(=O)CCc2ccccc2)s1,1
CCc1ccc(cc1)C(=O)Nc2ccc3nc(C)ccc3c2,0
Cc1ccc(cc1)C2=NN=C(NC(=O)C(F)(F)F)SC2,1
CC(C)CC(=O)Nc1c2CS(=O)Cc2nn1c3ccccc3C,1
COc1ccc(NC(=O)COC(=O)c2ccc3ccccc3n2)c(OC)c1,0
NC(=O)N\N=C/C=C/C=C/c1ccc(F)cc1,0
Cc1ccc(cc1NC(=O)c2ccccc2)N(=O)=O,0
COc1ccc2[nH]c(cc2c1)C(=O)NCCCn3ccnc3,1
Cc1[nH]c2ccc(F)cc2c1CCN3C(=O)OC(C)(C)C3(C)O,1
Cc1ccc(C)c(c1)c2csc(n2)c3cccnc3,0
CCN(CC)S(=O)(=O)c1ccc(cc1)C(=O)O,1
O=C(Nc1ccc(cc1)c2ccc3nncn3n2)C4CCCCC4,1
COc1ccc(CN2CC(Oc3ccccc23)C(=O)N)cc1F,1
CC(NC(=O)C1=CC=CN2CCS(=O)(=O)N=C12)c3ccc(Cl)c(Cl)c3,1
COc1ccc(cc1OC)C(=O)C[n+]2ccn(C=C)c2,1
NC12NC(=O)C3(O)C4C5CC(C6C5C3C16)C24,1
Brc1ccc(cc1)C(=O)Nc2ccc(cc2)C(=O)NCC3CCCO3,0
CC(C)NC(=O)c1ccc2C(=O)N(CC3CCCO3)C(=S)Nc2c1,0
OC1=C\C(=C/Nn2cncn2)\C=CC1=O,1
COC1=CC(=O)\C(=C(/C)\NN2CCOCC2)\C=C1,1
OCCNc1nc2ccccc2n1CC(O)c3ccccc3,1
Clc1cccc(c1)c2oc(cc2)C(=S)N3CCCCC3,0
Cc1cccc(OCC(=O)NCc2cc(C)nc3ccccc23)c1,0
Cc1ccc2nc(SCC(=O)c3ccc(O)cc3O)[nH]c2c1,0
FC1=CN(C2CCCO2)C(=O)NC1=O,1
Clc1ccc(N2CCOCC2)c(NC(=O)CN3C(=O)C=Nc4ccccc34)c1,1
CCCC1=CC(=O)N=C(N1)SCC(=O)N2CCOCC2,1
CCN1C(=O)c2cc(sc2c3ccccc13)C(=O)NCCC(C)C,0
COc1ccc(NC(=O)c2scc(c2N)S(=O)(=O)C(C)C)cc1,1
CC1CC(=O)Nc2ccccc2N1C(=O)Nc3ccc(F)cc3F,1
COC(=O)c1ccc(CN(C)S(=O)(=O)c2cccs2)cc1,0
CC(=O)N1CCN(Cc2ccc(Cl)nc2)CC1,1
CN1C(=O)NC(=O)/C/1=C\c2oc(C)cc2,1
O=C(Nc1ccc(CC#N)cc1)Nc2cccc3ccccc23,0
CSc1ncc(C(=O)Nc2ccc(Br)cn2)c(C)n1,1
Nc1nnnn1CC(=O)N\N=C\c2ccccn2,1
O=C(N\N=C\c1ccc(cc1)N2CCOCC2)c3ccncc3,1
O=C(Nc1ccccc1)Nc2nc(cs2)c3ccccc3,0
Fc1cccc(c1)C(=O)NC2CCN(CC2)c3ncccn3,1
C\C(=N/NC(=O)Cn1nc(C)c(c1C)N(=O)=O)\c2occc2,1
Fc1cccc(CN2CCN(CC2)c3ccc(Cl)cc3)c1,0
Clc1ccccc1CNS(=O)(=O)c2ccc(cc2)n3cnnn3,0
COc1ccc(cc1OC)C2CC(=O)N=C3NNC(=C23)c4ccccc4,0
CC(SCC(=O)O)C(=O)Nc1cc(C)on1,1
Cc1cccc(c1)C(=O)NNC(=O)c2ccc(O)cc2,1
COCCCN(CC(=O)O)S(=O)(=O)c1ccccc1,1
NNc1nnc2c3cc(F)ccc3n(CCc4ccccc4)c2n1,1
COc1ccc(NC(=O)COC(=O)c2cccn2C)cc1S(=O)(=O)N3CCCCC3,1
CN(Cc1ccccc1)C(=S)Nc2cccnc2,1
CCOc1ccccc1Nc2nc(cs2)c3cccnc3,1
CC(OC(=O)c1csc(NCC=C)n1)C(=O)c2ccc(C)cc2,0
Cc1ccccc1\C=C\c2cccc[n+]2C,1
CCN(CC)S(=O)(=O)c1cccc(NC(=O)COC(=O)c2cncc(Br)c2)c1,1
C=Cc1ccc(N\C=C\2/C(=O)C=Cc3ccccc23)cc1,0
Clc1ccc(s1)S(=O)(=O)N2CCCCC2,1
Clc1cccc(Cl)c1CC(=O)N\N=C\c2cccnc2,0
O=C(Cc1ccccc1)NNC(=S)NC(=O)c2cccs2,1
Clc1cccc2C(=O)CCNc12,1
Cn1cnnc1SCC(=O)Nc2ccc(Cl)cc2,1
Clc1cc(Cl)c(NC(=O)CN2CCCCCC2)c(Cl)c1,1
CCOc1ccccc1n2nnnc2SCC(=O)O,1
Cc1ccc(NC(=O)CN2N=C(C(=O)O)c3ccccc3C2=O)cc1S(=O)(=O)N4CCCCC4,0
OCc1ccnc2oc3ccccc3c12,1
FC(F)(F)c1ccc(SCC(=O)Nc2ccccc2)nc1,1
CC(C)NC(=S)N\N=C(/C)\c1ccc(Cl)c(c1)N(=O)=O,0
Cc1ccc(NC(=O)COC(=O)c2cccnc2)c(C)c1,1
Clc1ccc(cc1)S(=O)(=O)NNC(=O)c2cccs2,0
CN1C(=O)N(C)c2cc3[nH]cnc3cc12,1
Cn1cccc1\C=N\N2CCN(Cc3ccccc3)CC2,1
CC1CCc2cccc3C(=CC(=O)N1c23)O,1
Clc1ccc(c(c1)N2CCCC2)N(=O)=O,0
Cc1c(N)ccc(c1C)n2nc3ccccc3n2,1
O=C(COC(=O)C1=CC(=O)Nc2ccccc12)NCCc3ccccc3,1
Cc1ccc(C)c(OC(=O)c2cccnc2Cl)c1C,1
COc1ccc(CCNC(=O)c2noc(C(C)C)c2N(=O)=O)cc1OC,1
O=C(NN1C(=O)c2ccccc2C1=O)c3ccncc3,1
COC(=O)CC1=NN(C(=O)/C/1=C/Nc2ccc(C)cc2)c3ccccc3,0
COc1ccc(CC(=O)Nc2nc3ccccc3[nH]2)cc1,0
C\C(=N/Nc1ccccn1)\c2ccc(OC(F)F)cc2,1
CS(=O)(=O)Nc1ccc(cc1)S(=O)(=O)N2CCCCCC2,1
COc1ccc2c(Cl)c(sc2c1)C(=O)NN3CCN(C)CC3,1
Cc1cc(ccc1N(=O)=O)C(=O)NC2CCCc3ccccc23,1
COc1ccc(NC(=O)Cc2ccc(C)c(C)c2)cc1S(=O)(=O)N3CCCCC3,1
CCOC(=O)N1CCC(=NNc2ncc(cc2Cl)C(F)(F)F)CC1,1
Fc1ccc(\C=C/2\NC(=O)CNC2=O)cc1,0
CCOC(=O)c1ccc(Nc2ncccc2N(=O)=O)cc1,0
Cc1cc(ccc1N(=O)=O)C(=O)Nc2ccncc2,1
C[C@H](NS(=O)(=O)c1ccc(F)cc1)C(=O)OCC(=O)C2=C(N)N(C)C(=O)N(C)C2=O,1
Cc1nnc(SCC(=O)Nc2ccc3OCOc3c2)s1,1
COc1ccccc1N2CCN(CC2)C(=O)c3cc4ccccc4[nH]3,0
FC(F)Oc1cccc(NC(=S)N2CCN(CC2)c3ccccn3)c1,0
CNC(=O)NC(=O)CSc1nnc(c2occc2)n1c3ccccc3,1
O=C(COc1ccccc1)N\N=C\c2cccc3cccnc23,0
Fc1cccc(CCNC2=C(C=O)C(=O)Nc3ccccc23)c1,0
Clc1ccc(NNC(=O)c2sccc2Cl)cc1,0
Cn1cccc1C(=O)OCC(=O)NCc2cccs2,1
OC(=O)CCC1=Nc2cc(Cl)ccc2N(Cc3ccccc3)C1=O,1
CCNC(=O)N1CCC(CC1)c2nc3ccccc3s2,1
O=N(=O)c1cc(c(c2cnn(c2)c3ccccc3)c(c1)N(=O)=O)N(=O)=O,0
CN1C(=O)N(C)c2cc(NC(=O)c3ccc(OCC=C)cc3)ccc12,1
Clc1ccccc1c2noc(CCCC(=O)N3CCOCC3)n2,1
CC(=O)c1ccccc1Oc2ncnc(N)c2N(=O)=O,1
COC(=O)c1oc(COc2ccccc2\C=N\NC(=O)N)cc1,1
NC(=O)c1ccc(NC(=O)CCC(=O)c2cccs2)cc1,1
CCS(=O)(=O)C(C)(CCl)C(=O)Nc1ccc(cc1)C(=O)OC,1
CCC(=O)Nc1ccc2CCc3ccccc3N(C(=O)C)c2c1,1
COc1ccc(Br)c(c1)C(=O)OCC(=O)N2CCc3ccccc23,0
CC(C)CC1NC(=O)N(CC(=O)Nc2cc(ccc2F)N(=O)=O)C1=O,1
Cc1cc(n[nH]1)C(=O)N\N=C\c2c(C)nn(c2C)c3ccccc3,1
NS(=O)(=O)c1ccc(CNC(=O)c2ccc(cc2)C(=O)c3ccccc3)cc1,1
O=C1NC(=CC(=C1C#N)c2ccccc2)c3ccccc3,0
COc1ccc(NCC(=O)N\N=C\2/CCc3ccccc23)cc1,1
CN(C(=O)CSc1nnc(C2CC2)n1C3CC3)C4(CCCCC4)C#N,1
Clc1ccccc1c2oc(SCC(=O)N3CCOCC3)nn2,1
COc1ccc(NC(=O)c2cc(on2)c3occc3)cc1OC,0
CCOC(=O)\C(=C\Nc1cc(F)ccc1C)\C#N,0
CCOC(=O)N1CCN(CC1)C(=O)COC(=O)c2cc(C)ccc2C,1
CSc1ccccc1C(=O)OCC(=O)NCCN2C(=O)CSC2=O,1
COC(=O)c1cc(C)nc2c1c(C)nn2c3ccccc3,0
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c3ccccn3,1
COc1ccc(Nc2nc(N)c(s2)C(=O)c3ccc(F)cc3)cc1,0
COc1ccc(N2CCOCC2)c(NC(=O)c3cccs3)c1,1
Nc1nc2c(nnn2c3ccccc13)c4ccc(Br)cc4,0
OC(=O)CCCNc1ccc(cc1)S(=O)(=O)N2CCCCC2,1
Cc1cccc(N2CC(CC2=O)C(=O)Nc3ccccc3N4CCOCC4)c1C,1
COc1ccc(Cc2nnc(NC(=O)C(C)C)s2)cc1,1
CCCOc1ccc(\C=C\C(=O)NC2CCCCC2)cc1OC,0
Fc1ccc(cc1)C(=O)Cn2nc(Cl)nc2Cl,1
CCC(C)NC(=O)c1oc(CSCc2ccc(Cl)cc2)cc1,1
O=C(Nc1ccc(cc1)S(=O)(=O)Nc2nccs2)c3cccc(c3)C#N,1
Fc1cccc(CSC2=NCCN2C(=O)c3cccs3)c1,0
CCOc1ccccc1C(=O)NCC(=O)O,1
Cn1cccc1C(=O)OCC(=O)NCCc2ccc(cc2)S(=O)(=O)N,1
COc1ccc(cc1OC)C(=O)\C=C\Nc2ccc(cc2)S(=O)(=O)N,0
CCOC(=O)C1CCCN(C1)C(=S)NC2CCCCC2,1
O=C(OCC#N)c1c2CCCc2nc3ccccc13,1
CCc1ccc(NC(=O)COC(=O)CCC2CCCC2)cc1,0
C1CCN(CC1)c2cc(nc3ccccc23)c4ccccc4,0
CN1NC(=C2C(=CC(=O)N=C12)C)c3ccccc3,0
O=S(=O)(\C=C\c1ccccc1)N2CCNCC2,1
Cc1ccc(C)c(c1)S(=O)(=O)Nc2ccc3NC(=O)Nc3c2,1
CC1CCN(CC1)C(=O)COC(=O)c2ccc3OCCOc3c2,1
CN(C)C(=O)c1sc(NC(=O)CN2CCOCC2)nc1C,1
OCCCCNC(=O)c1ccc2CCc3cccc1c23,1
CN1C2NC(=O)N(\N=C\c3ccccc3)C2N(C)C1=O,1
Cc1ccc2nc(N3CCOCC3)c(C=O)cc2c1,1
Cc1c(C)c(C)c(CN2CCSCC2)c(C)c1C,0
COc1ccccc1c2nnc(SC)n2C,1
CC(C)C(=O)N1CCN(CC1)c2ccccc2NC(=S)NC(=O)\C=C\c3occc3,0
O=S(=O)(N1CCOCC1)c2ccc(SCC#N)nc2,1
Cc1onc(c2ccccc2)c1C(=O)NCc3ccc(Cl)cc3,0
CC(=O)c1ccc(NC(=O)COC(=O)CC2CC3CCC2C3)cc1,1
Cc1nc2ccc(cc2c3OC(CN)Cc13)C(=O)O,1
CC(=O)N1CCN(CC1)C(=O)c2occc2,1
Cc1ccc(NC(=O)n2ncc3c(C)cccc23)c(C)c1,0
Cc1ccc(cc1)C(=O)Nc2cccc3[nH]c(nc23)C(F)(F)F,0
Cn1c(SCc2ccc(cc2)N(=O)=O)nnc1c3ccncc3,1
CC(C)(C)NC(=O)N1CCN(CC1)c2nc3ccc(Cl)cc3s2,0
Cc1cc(Nc2cccc(F)c2)nc(n1)N3CCOCC3,1
CCOc1ccc(cc1CC2=C(O)NC(=S)NC2=O)C(=O)C,1
CN(C)c1oc(nn1)c2ccc(Cl)cc2,1
Nc1nc(SCc2ccccc2)n[nH]1,1
Oc1ccccc1C(=O)OCc2csc(n2)c3ccccc3,0
CC(C)COc1ccc(cc1)C(=O)N\N=C\c2cocc2,0
CC(C)c1ccc(NC(=S)Nc2ccc3NC(=O)Nc3c2)cc1,1
Cc1oc(C)c(c1)C(=O)N2CCN(CC2)c3ccccc3Cl,1
COC(=O)COc1ccc2cccc(c2c1)n3cnnn3,1
S=C1Nc2ccccc2N1Cc3ccccc3,0
COc1cc(C)c(c(C)c1C)S(=O)(=O)N2CCOCC2,1
FC(F)(F)C1=NC(=O)c2c(N1)ccc3ccccc23,1
Clc1ccccc1CSCc2oc(cc2)C(=O)NC3CC3,1
CC(=O)Nc1ccc(NC(=O)C2C3CCC(C3)C2C(=O)O)cc1,1
CCc1ccc(NC(=O)c2cnccn2)cc1,1
CN1C(=O)NC(=O)c2c1nc(NCC=C)n2CCCc3ccccc3,0
CN(C)\C=C\1/SC(=S)N(C1=O)c2ccc(F)cc2,1
CN(c1ccccc1)c2ncccn2,1
Clc1ccc(cc1)S(=O)(=O)N2CCN(CCc3ccncc3)CC2,1
O=C(Nc1cccnc1)OCc2ccccc2,1
CNC(=S)NNC(=O)c1sc(nc1C)c2cc(C)on2,1
COc1ccc(OCC(=O)NC2CCCCCCC2)cc1,1
O=C(CC#N)N\N=C\c1cccc(Oc2ccccc2)c1,0
COc1ccccc1CNC(=O)Cn2nc(C)c(c2C)N(=O)=O,0
COc1ccc(CCNc2nc(cs2)c3ccncc3)cc1OC,1
Nc1cccc2C(=O)N(CCOc3ccccc3F)C(=O)c12,1
Cc1nc2ccc(NC(=S)NC3CCCCC3)cc2nc1C,1
COc1ccc(Br)cc1C(=O)Nc2cccc3ncccc23,0
Brc1ccc(cc1)C(=O)NN2C=Nc3ccccc3C2=O,0
COc1ccc(CNC(=O)CN(C)CC(=O)Nc2ccccc2Br)cc1,1
Cc1cc(CNC(=O)Cc2ccccc2)c3ccccc3n1,1
COc1ccc(NC2=NC(=O)\C(=C/c3occc3)\S2)cc1,0
COC(=O)C1=CN(Cc2cc(OC)ccc2OC)C=C(F)C1=O,1
CC(NC(=O)C1=Cc2ccccc2OC1=O)c3ccccc3,0
CC(NCCCCOc1ccc(C)cc1C)c2ccccc2,1
Nc1ccc(Sc2nc3ccccc3[nH]2)cc1,1
Cc1oc(\C=N/NC(=O)C2CN(C(=O)C2)c3ccccc3)cc1,1
CCCCC(C(=O)NC(C)c1ccccc1)C(=O)NC(C)c2ccccc2,0
O=C(Cc1ccc(cc1)N(=O)=O)Nc2cccnc2,1
O=C1N(Cc2ccccc2)N=C3CSc4ccccc4N13,1
CCON1C(=O)C(=O)N(OC)c2ccccc12,1
Clc1ccc(NC(=O)COC(=O)c2cnccn2)nc1,1
CN(C)\C=C(/C#N)\C(=O)n1nc(C)c(C)c1C,1
Clc1ccc(\C=N\NC(=O)c2ccncc2)c(Cl)c1,1
CCC(=O)NCc1ccc2[nH]c(C)cc2c1,1
CC(CCc1ccccc1)NC(=O)c2ccc(Br)cc2,0
CCCN1CNC2=C(C1)C(=O)NC(=S)N2c3ccccc3Cl,1
CC(CCc1ccccc1)N2CCC(CCC(=O)NCCN(C)C)CC2,1
Cc1cc(C)n(n1)c2nc3ccccc3n4c(C)nnc24,1
OCCNC1=NC(=O)C(=NN1)Cc2ccc(Cl)cc2,1
Cc1oc(C)c(c1)C(=O)N2CCCC(C2)Nc3ccc(F)cc3,1
Fc1cccc2sc(nc12)N3CCCC3,1
CSC1=C(C#N)C(=O)NC(S1)c2ccc(Cl)cc2,1
O=C(COc1ccccc1c2ccccc2)N\N=C\c3ccncc3,0
CCOC(=O)C(=CNNc1ccsc1C(=O)OC)C(=O)OCC,1
NC1=C(C#N)C(c2ccccc2F)c3ccc(N)cc3O1,0
COc1ccc(CC(=O)NCc2ccccc2)cc1,1
CCN(CC1CCCO1)Cc2onc(n2)c3ccc(Cl)cc3,1
CC1=C(C(=O)NC2CCCCCCC2)C(=CC(=O)O1)C,1
COC(=O)CSc1nc(NCc2ccccc2)nc(n1)N(C)C,0
CC(CN1CCCCC1)OC(=O)c2occc2,1
Cc1ccc(cc1)C(O)(CNCc2ccccc2)c3ccccc3,1
CCCNC(=O)N1CCCC(C1)C(=O)N,1
CCc1ccc(NC(=S)Nc2ccc3NC(=O)Nc3c2)cc1,1
COc1ccccc1C(=O)NC2CC(C)(C)NC(C)(C)C2,1
OC(=O)\C=C\c1ccc(cc1)S(=O)(=O)NCc2cccnc2,1
CN(C(=O)COC(=O)c1ccc(C)cc1C)c2ccccc2,1
COc1ccc(OC)c(\C=N\NC(=O)C(=O)N2CCCC2)c1,1
CCC(=O)c1cn(CC(=O)Nc2ccc(C)cc2C)c3ccccc13,0
COCCCN1C(=O)N(Cc2ccccc2C)c3ccccc3C1=O,1
C\C=C(/C)\CN1CCCC(CO)(Cc2ccccc2)C1,1
Clc1ccc(OCC(=O)OCC(=O)c2ccc[nH]2)c(Cl)c1,0
Cc1ccc(NC(=O)Nc2cc(nn2C)c3ccccc3)cc1Cl,0
COc1ccc(CCNS(=O)(=O)c2ccc3CCCCc3c2)cc1OC,1
