smile,solub
Cc1ccc(C)c(c1)c2csc(NC(=O)c3c(C)onc3C)n2,0
C1CCC(CC1)n2nnnc2C(N3CCCCC3)c4cccnc4,1
CC1(NC(=O)N(CC(=O)N2CCN(CC2)c3cccc(c3)C(F)(F)F)C1=O)C4CC4,1
O=C(NC(=S)Nc1cccc(c1)N(=O)=O)C2CCCCC2,0
Clc1ccc(NC(=O)Nc2ccncc2)cc1,0
COc1ccc(c(OC)c1)c2[nH]ncc2CN(C)C3CCOC3,1
Nc1ccc2nc(NC(=O)C3CCCCC3)sc2c1,1
CS(=O)(=O)N(CC(=O)Nc1c(F)cccc1F)Cc2ccccc2,1
CCOc1ncccc1C(=O)Nc2ccc3OCCCOc3c2,1
Clc1ccccc1C2=CNN(C2=O)c3ccccc3,1
Oc1ccccc1NC2=N\C(=C\3/C=CC=CC3=O)\Nc4ccccc24,0
FC(F)(Cl)c1nnc2ccc(Sc3ccccn3)nn12,1
COc1ccc(\C=N\NC(=O)CCn2nc(C)cc2C)cc1,1
FC(F)(F)Oc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)c3ccncc3,1
Fc1cccc(c1)C(=O)Nc2ccc3[nH]ncc3c2,0
COc1cc(C)ccc1OC2=N\C(=C\3/C=CC=CC3=O)\Nc4ccccc24,0
CN1C(=O)\C(=C\2/SC(=S)N(NC(=O)c3cccnc3)C2=O)\c4ccccc14,0
CN1C2=C(C(=O)N(C(=N2)C)c3ccccc3)C(=O)c4ccccc14,1
Cc1onc(C)c1COc2ccc(cc2)C(=O)Nc3ccc(C)c(C)c3,0
Cn1c(CN2CCCCC2)nc3cc(ccc13)N(=O)=O,1
O=C(NCC(N1CCCCC1)c2occc2)c3cccs3,1
Nc1cccc(NC(=O)CN2CCOCC2)c1,1
OCCN1C(=N)N(CCN2CCCCC2)c3ccccc13,1
O=C(Nc1ccc(cc1)c2ccccc2)c3occc3,1
O=C(CSc1ccccc1)NCCc2ccccc2,1
Cc1cccc(NC(=O)C2CCN(CC2)C(=O)c3occc3)c1C,1
COc1ccccc1C(=O)NC(=O)COC(=O)CNC(=O)c2ccccc2F,1
Cc1ccc2[nH]cc(CCNC(=O)C3CCCCC3)c2c1,1
CC\C(=N/NC(=O)c1c(C)nc2ccccn12)\c3ccc(Cl)cc3,1
OC(C#CCN1CCCCCC1)(c2ccccc2)c3cccnc3,1
CC1(C)C(OC(=O)C(C)(C)C1=O)c2ccc(cc2)N(=O)=O,0
COc1ccc(Cc2nnc(NC(=O)c3ccccc3C)s2)cc1,0
Clc1ccccc1COc2ccccc2C(=O)OCC(=O)NCC3CCCO3,1
CCS(=O)(=O)N1CCN=C1SCc2cccc(F)c2,1
CCN(CC(=O)Nc1c(F)cccc1F)C(=O)C2=CNC(=O)C=C2,1
CC1=C(C(=O)NC(=O)N1)S(=O)(=O)N2CCCCC2,1
Fc1ccc(NC(=O)COC(=O)CNC(=O)C2CCCCC2)cc1N(=O)=O,1
NCCNc1ccc(c2cccnc12)N(=O)=O,1
CCOC(=O)CN1C(=O)N(Cc2cccc(C)c2)C(=O)C1=O,1
Cc1cccc(OCC(=O)Nc2nccs2)c1C,0
COC(=O)c1ccc(OCC(=O)NC2CCCCCC2)cc1,1
Cc1cc(NNC=C2C=CC(=O)C=C2)c3cccc(C)c3n1,0
Cc1ccc(C)c(NC2=C(C(=O)Oc3ccccc23)N(=O)=O)c1,0
Cc1onc(c2ccccc2)c1C(=O)NCC(=O)Nc3cc(Cl)ccc3Cl,0
CC1Oc2ccccc2OC1C(=O)Nc3ccc(C)cc3,1
CCOC(=O)c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)C,1
CCCOc1ccc(NC(=O)CC2Nc3ccccc3NC2=O)cc1,0
CC1CC(C)CN(CC(=O)c2c(C)[nH]c3ccccc23)C1,1
CCC(=O)c1ccc(OCC(=O)OCC(=O)NCC2CCCO2)cc1,1
OC(=O)c1ccccc1C(=O)NCc2ccc3OCOc3c2,1
COc1ccc(CN2CCOCCOCCOCCOCCOCC2)cc1,1
COc1ccccc1CNC(=O)Cc2c[nH]c3ccccc23,1
CCC(C)(C)NC(=O)COc1ccc(OCc2ccccc2)cc1,0
CCOC(=O)c1cnc(nc1Oc2ccccc2)C(F)(F)F,1
CCN(Cc1ccccc1)C(=O)CSc2n[nH]c(N)n2,1
O=C(NCc1ccccn1)C2CCCCC2,1
Cc1oc(CCC(=O)Nc2ccc(CC(=O)O)cc2)cc1,1
CC(=O)Nc1cccc(NC(=S)Nc2cccc(Cl)c2Cl)c1,1
CC(C)C1N(CCN1S(=O)(=O)c2ccccc2)C(=O)N(C)C,1
COc1ccc(C)cc1S(=O)(=O)N2CCCCCC2,1
O=C(Nc1ccc(cc1)n2cccc2)C3CC3,0
CCOC(=O)C1CCN(C\C=C\c2ccccc2N(=O)=O)CC1,1
Fc1ccc(cc1F)C(=O)NCc2ccccc2,1
FC(F)Oc1ccc(cc1)C(=O)NC(=O)COC(=O)c2cccnc2Cl,1
COc1ccc(cc1)C(=O)CN2C(=O)Oc3ccc(C)cc23,0
CC(C)(CNS(=O)(=O)c1cccs1)N2CCOCC2,1
Clc1cccc(OCC2=NNC(=S)N2Cc3ccccc3)c1,0
CN(Cc1cccc(F)c1)C(=O)CSc2nnnn2C3CC3,1
COc1ccc2oc(C(=O)OCC(=O)NC3CC3)c(C)c2c1,1
Cc1cc(\C=C\2/NC(=O)NC2=O)c(C)n1c3cccnc3,1
CCN1N=C(C(=O)NNC(=O)C(Cc2ccccc2)NC(=O)N)c3ccccc3C1=O,1
O=C(NCc1occc1)c2ccc(cc2)S(=O)(=O)N3CCCCC3,0
Cc1cc(Br)c(NC(=O)COC(=O)CC2CC3CCC2C3)c(Br)c1,0
COC(=O)C1Cc2c([nH]c3ccccc23)C(N1)C(C)C,1
CCOC(=O)c1cn[nH]c1C(F)(F)F,1
OC1CCN(Cc2ccc(OCc3ccccc3)cc2)CC1,1
CCS(=O)(=O)N1CCN=C1SCc2ccccc2,1
S=C(NCc1ccccc1)NCc2ccccn2,1
Cc1cccnc1NC(=O)c2ccc3OCCOc3c2,1
Clc1cccc(NC(=O)CCN2C=Nc3ccccc3C2=O)c1Cl,0
Cc1ccc(Nc2ncnc3c2cnn3C)c(C)c1,1
COc1ccccc1N2C=Nc3sc(C)c(C)c3C2=O,1
Cc1ccc2nc(c3ccsc3)c(NC4CCCC4)n2c1,0
CNC(=S)N\N=C\c1c(C)cccc1Cl,0
CCN(CC)C(=O)N1CCN(CC1)S(=O)(=O)c2ccccc2,1
Fc1cccc(CSc2nnc(NC(=O)c3occc3)s2)c1,0
Cc1nc(nc(SCC(=O)c2ccc(F)cc2)c1Cl)c3ccccn3,0
CCOC1=C\C(=C\NNc2nc(c(NC(=O)C)s2)c3ccc(C)cc3)\C=CC1=O,0
O=C(CSc1oc(nn1)c2occc2)N3CCCCC3,1
CC(=O)Nc1ccc2CCc3ccccc3N(C(=O)C)c2c1,1
Clc1ccc(cc1)C(=O)NNC(=O)COc2ccccc2,0
CCN1CCCC1CN2C=Nc3c([nH]c4ccc(OC)cc34)C2=O,1
COc1ccccc1N2CCN(CCc3ccccc3)CC2,1
CCN(CC)CC(C)OC(=O)c1ccccc1Cl,1
O=C(Nc1ccccc1)Nc2cccc3ccccc23,0
Cn1c(SCC(=O)N2CCOCC2)nnc1c3occc3,1
CN(CC(=O)Nc1ccc(C)cc1)C(=O)Cc2ccccc2F,1
COC(=O)c1[nH]c2ccccc2c1NC(=O)C(C)N3CCOCC3,1
CC1CN(CC(C)O1)S(=O)(=O)c2cccc(c2)C(=O)NCc3ccccn3,1
Cc1cc(C)c(C)c(c1C)S(=O)(=O)NCC(=O)Nc2ccc(F)cc2,0
COc1ccccc1c2noc(CCCC(=O)NC3CCCCC3)n2,1
[O-]\[N+](=C/c1occc1)\c2ccc(Cl)cc2,1
Cc1ccc(cc1)C(=O)NNC(=O)c2cccs2,1
O=C1NC(CCc2ccccc2)C(=O)N1CCOc3ccccc3,0
CCOC(=O)C1CCN(CC1)C(=O)\C(=C\c2ccccc2)\NC(=O)c3ccccc3,1
COc1ccc(C\C(=N\NC(=O)c2ccc(Cl)cc2)\C)cc1,1
COc1ccc(\C(=N\NC(=O)c2cc(C)[nH]n2)\C)c(OC)c1,1
CC(=O)C1C(C2C(=NN=C2CC1(C)O)C)c3ccc(cc3)N(=O)=O,1
CC(OC(=O)c1cccc(O)c1)C(=O)N(C)Cc2ccccc2,1
Cc1ccc(NC(=O)Nc2ccc3COC(=O)c3c2)cc1Cl,0
OCCN(CCO)Cc1ccc(O)c(c1)N(=O)=O,1
CC(=O)c1c(C)[nH]c(C(=O)COC(=O)C2(C)CC2(Cl)Cl)c1C,1
Cc1ccc(CN(CCO)CCO)cc1,1
OC(=O)c1cc(c2ccc(Cl)c(Cl)c2)n(n1)c3ccccc3,1
COC(=O)C(Cc1c[nH]c2ccccc12)N3CCS(=O)(=O)CC3,1
Fc1ccc(CCNC(=O)COC(=O)c2ccc(F)c(c2)S(=O)(=O)N3CCOCC3)cc1,1
Oc1ccccc1NC(=O)CSC2=NC(=O)c3ccccc3N2,0
COc1ccccc1C(=O)c2nc3ccccc3n2C,1
Clc1nc(ncc1Oc2ccccc2)c3ccccc3,0
COC(=O)c1ccccc1NC=C2C(=O)NC(=S)NC2=O,0
Cc1cc(c2ccc(Cl)cc2)n3ncnc3n1,1
Cn1cnnc1SCC(=O)Nc2ccc(F)cc2,1
CC(=O)c1cccc(OCC(O)CNCC2CCCCC2)c1,1
Oc1ccc(Br)cc1CNc2nccs2,0
CCn1c(C)nc2cc(ccc12)C(=O)NNC(=S)NC(=O)c3ccccc3,1
CCCC(=O)Nc1nnc(SCC(=O)N2CCCCC2)s1,1
COc1ccc(cc1)C(=O)Nc2ccccc2C(=O)Nc3ccccn3,0
COc1cccc(C(=O)OCC(=O)Nc2cc(C)on2)c1OC,1
COc1ccccc1NC(=O)C2CCN(CC2)C(=O)c3occc3,1
COc1ccc2c(c1)c(C(=O)C)c(C)n2c3ccc(cc3)C(=O)C,0
CC1CCCC(NC(=O)COC(=O)\C=C\c2ccc(cc2)N(=O)=O)C1C,0
CC(C)Oc1ccccc1\C=N\NC(=O)C2CCCC2,0
Fc1ccc(NC(=O)CSC2=NC(=O)C3=C(CCC3)N2)cc1,1
O=C(COC(=O)\C=C\c1ccccc1N(=O)=O)Nc2ccc3NC(=O)Nc3c2,1
CN(C)\C=C\C(=O)c1nnn(c1C)c2ccc(Cl)cc2Cl,0
O=C(NCC#N)C1c2ccccc2Oc3ccccc13,0
COc1ccccc1C(=O)OCC2=CC(=O)N3C=CSC3=N2,1
Cc1onc(NC(=O)CSc2nnnn2c3ccc(C)cc3C)c1,0
CC(=O)Nc1ccc(cc1)S(=O)(=O)N(CC(=O)NC2CC2)Cc3ccccc3,1
O=C(CCNC(=O)c1ccccc1)NNC(=O)COc2ccccc2C#N,1
Cc1nc(sc1C(=O)NN)c2ccccc2,1
Cc1[nH]c(SCC(=O)Nc2cc(cc(c2)C(=O)N)C(=O)N)nc1Cc3ccccc3,1
O=C(CN1N=C(c2ccccc2)c3ccccc3C1=O)NN4CCOCC4,1
O=C(N1CCCCCC1)C(=O)c2c[nH]c3ccccc23,1
Clc1ccccc1\C=N\NC(=O)Cn2cncn2,1
CCOc1ccc2Nc3ncccc3C(=O)c2c1,0
Cc1cccc(c1)c2cc(C(=O)Nc3ccncc3)c4ccccc4n2,0
COc1ccc(cc1)N2CCN(CC2)C(CNS(=O)(=O)c3ccc(C)cc3)c4ccccc4,0
Cc1ccc(OCC(=O)Nc2ccc3C(=O)NC(=O)c3c2)c(C)c1,0
CCN(CC)S(=O)(=O)c1ccc(\C=C\C(=O)OCC(=O)NC(=O)C2COc3ccccc3O2)cc1,1
Cc1ccc(s1)C(=O)OCC(=O)NC2CCCCC2,1
COc1ccccc1OCc2nc3ccccc3n2C,1
CC(=O)Nc1ccc(Nc2nc(C)cc(C)n2)cc1,1
FC(F)Oc1ccc(cc1)C2NC(=O)NC3=C2C(=O)CCC3,1
CC1(C)CC2(CCO1)OC(=O)CC2C(=O)Nc3ccc(Cl)cc3N(=O)=O,1
Clc1ccc(NC(=O)NCc2cccnc2)c(Cl)c1,1
O=C(NC1CCN(CC1)C(=O)c2cccc(c2)N(=O)=O)c3ccccc3,1
CCOC(=O)c1cnn(Cc2ccc(C)cc2)c1N,1
COc1ccc(OCc2oc(SCC(=O)Nc3ccc(C)cc3)nn2)cc1,0
Cc1ccccc1NC(=O)NNC(=O)CCc2ccccc2,1
CCOC(=O)c1ccc(NC(=O)N2C[C@@H]3C[C@@H](C2)C4=CC=CC(=O)N4C3)cc1,1
Cc1sc2ncnc(SCC(=O)N3CCCC(C3)C(=O)N)c2c1C,1
CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2nccc(C)n2,1
COC1=C\C(=C\NNC(=O)c2ccc(NC(=O)C3CCCCC3)cc2)\C=CC1=O,0
CN(C)c1cccc2c(ccc(N(C)C)c12)C#N,0
CC(=O)c1ccc(NC(=O)CN2c3cccc4cccc(c34)S2(=O)=O)cc1,0
CCS(=O)(=O)N1CCC(CC1)C(=O)O,1
Clc1ccc(cc1)C(=O)NC(=O)N2CCCCC2,1
Fc1ccccc1\C=N\NC(=O)CC(=O)NC2CCCCC2,0
CC(=O)c1nc2ccccc2n1Cc3ccccc3,1
CN1CCc2c(C1)sc3N=C(NCCO)N(C(=O)c23)c4cccc(Cl)c4,1
O=C1NC(=O)C(=Cc2ccsc2)C(=O)N1,1
Cc1ccc(cc1)C(=O)Nc2ccc(cc2)C(=O)NCC3CCCO3,0
COc1ccc(Nc2oc(nc2C#N)c3ccccc3F)cc1,0
CCCOc1ccc(cc1)C(=O)Nc2ccc(CN3CCOCC3)cc2,0
O=C1N=C(Nc2ccccc12)\C(=C/c3ccncc3)\C#N,1
COCCCNC(=O)c1ccccc1C(F)(F)F,1
O=C(CN1CCN(Cc2ccccc2)CC1)NCCc3ccccc3,1
Cc1ccc(cc1)c2nc(N)sc2C,1
CNC(=S)NNC(=O)c1ccc(cc1)N(C)C,0
CC(OC(=O)c1cccc(Cl)c1)C(=O)NC2CCCCC2C,0
Cc1cccc(NS(=O)C23CC4CC(CC(C4)C2)C3)c1,0
COc1cccc(CNc2ccccn2)c1O,1
CN(Cc1onc(Cc2cccc(F)c2)n1)Cc3cnccn3,1
Clc1ccccc1C(=O)NCCC(=O)N2CCN(CC2)C(=O)c3occc3,1
Cc1onc(c1)c2nnnn2c3ccc(cc3)C(F)(F)F,0
Cc1ccc(C)c(NS(=O)(=O)c2csc(c2)C(=O)N)c1,1
Cc1cccc(NC(=O)c2ccccc2C(=O)Nc3cccc(C)c3)c1,0
CCN(Cc1ccccc1)C(=O)COC(=O)[C@@H]2CCCN2C(=O)c3cccs3,1
COc1cccc(OC)c1C(=O)OCC(=O)N2CCC(Cc3ccccc3)CC2,0
CCOc1ccc(cc1)C(C)NC(=O)Nc2ccc(F)cc2F,0
CN1CC(=O)N=C1N,1
COc1ccc(Cl)cc1NC=C2C(=O)N(C)C(=O)N(C)C2=O,0
Cn1cc(C(=O)C(=O)N2CCOCC2)c3ccccc13,1
OCCCNC=C1C(=O)CC(CC1=O)c2ccccc2Cl,1
COc1ccc(cc1)c2csc3ncnc(Cl)c23,0
Clc1ccc(cc1)S(=O)(=O)N2CCCC2C(=O)N3CCN(CC3)c4ccccc4,1
CN(CC(=O)Nc1ccc2CCCc2c1)Cc3ccc(C)cc3,0
CCCC1=C(C)NC(=NC1=O)N2CCN(CC2)c3cccc(OC)c3,0
COc1ccc(cc1OC)c2cc(C(=O)OCC(=O)N3CCCCC3)c4ccccc4n2,1
Cc1ccc2nc(Cl)c(\C=N\n3c(C)nnc3C)cc2c1,0
COc1ccccc1CC(=O)N2CCN(CCc3ccccc3)CC2,1
CC1CCC(CC1)NC(=O)c2ccccc2OCc3c(C)onc3C,1
COc1ccc(cc1)C2=C(N(C)C(=O)O2)c3ccc(OC)cc3,1
CC(C)c1ccc(cc1)N(C)C(=O)Cc2c(C(=O)O)n(C)c3ccccc23,1
CCN1C(=O)C(=C(N2CCSCC2)c3ccccc13)N(=O)=O,1
CCCCNC(=O)CCN1N=C(C=CC1=O)c2ccc(Cl)cc2,1
OC(CN1CCOCC1)c2ccc(cc2)N(=O)=O,1
CCc1ccc(NC(=S)N2CCCC2)cc1,1
COc1cc2NC(=O)CC(c3ccccc3OC(C)C)c2cc1OC,0
OC1CCN(CC1)C(=O)C2(CCCCC2)NC(=O)Nc3ccccc3,1
ClC1(Cl)CC1CSc2nc3ccccc3[nH]2,1
Cn1cccc1C(=O)NCc2ccccn2,1
CCOc1cc(C=O)ccc1OCC(=O)N,1
Cc1ccc2[nH]c3C(CCCc3c2c1)NC(=O)CCl,1
CCOC(=O)Cn1ccc(NC(=O)c2ccc3OCOc3c2)n1,1
CC(=O)c1ccc(NC2=C3C=CC=CC3=NC2=O)cc1,1
Clc1ccc(CSC2=NCCN2C(=O)c3cccs3)cc1,0
CCOc1ccccc1CNS(=O)(=O)c2cnc[nH]2,1
Cc1ccc(NC(=O)CSC2=NC(=O)C=C(N)N2)cc1S(=O)(=O)N3CCCCCC3,1
CCCC(=O)Nc1ccccc1NC(=O)c2ccc(OC(=O)C)cc2,1
O=C(NCC1CCCO1)c2oc(COc3ccccc3)cc2,1
O=C(NN\C=C\1/C=Nc2ccccc12)c3oc4ccccc4c3,0
O=S(=O)(N1CCCCC1)C2=CNC(=S)C=C2,1
CN(CC1COc2ccccc2O1)C(=O)CSc3ncccn3,1
COC(=O)c1ccncc1C(=O)Nc2ccc(OC)cc2,1
Cc1ccc2nc(C)c3CCN(c4ccc(F)cc4)c3c2c1,1
Cn1nc(cc1NC(=O)Nc2ccccc2F)c3ccccc3,0
CCCOc1ccc(CCC2=NNC(=S)N2c3ccccc3)cc1,0
CC1=NN=C/C/1=C/2\NN(C=N2)c3cc(C)on3,1
CCOC(=O)CN1C(=O)N(Cc2ccc(C)cc2)C(=O)c3cccnc13,0
Cc1ccccc1C(=O)NNC(=O)c2cccc(c2)N(=O)=O,1
Cc1c(cnn1C)C(=O)Nc2ccc3OCCOc3c2,1
CCOc1ccc(\C=N\n2nnnc2N)cc1O,1
COc1ccc(cc1)c2noc(CCC(=O)N3CCCCC3)n2,1
O=N(=O)c1ccccc1OCCCN2CCc3ccccc3C2,1
Cc1ccc(C)c(c1)C(=O)CN2C(=O)NC3(CCCCCCC3)C2=O,0
Cc1ccc(NC(=O)CNC(=O)c2occc2)nc1,1
Fc1ccccc1CN(N2C(=O)CCCC2=O)C(=O)c3ccc(Cl)cc3,1
Cc1cccc(NC(=O)c2ccc(cc2)N3C(=O)C4CCCCC4C3=O)c1C,1
COc1ccc(NC(=O)CCCc2ccccc2)c(OC)c1,1
COc1ccc(OC)c(c1)N2C(=S)NN/C/2=C/3\C=CC(=O)C=C3O,1
CC(=O)N1CCc2[nH]c3ccc(C)cc3c2C1,1
O=C(CC#N)N\N=C\c1cc(ccc1N2CCCC2)N(=O)=O,0
Brc1cccc(NC(=O)c2ccc3snnc3c2)c1,0
COc1cc(\C=C\C(=O)NCC2CCCCC2)cc(OC)c1OC,0
Cc1nn(CC(=O)N2CCN(CC2)C(=O)c3occc3)c(C)c1N(=O)=O,1
Clc1cccc(COc2ccc(\C=C\C(=O)N3CCOCC3)cc2)c1,0
CC1=NN(CCOc2ccccc2)C(=O)N1c3ccc(C)cc3,1
CCOc1ccc(\C=N\NC(=O)c2cccc3ccccc23)c(OCC)c1,0
O=C(NC1CCCCCCC1)c2cc(nc3ccccc23)c4ccccn4,0
CC1=CC(=NC(=O)N1)SCc2ccccc2Cl,1
COc1ccc(CNc2cc(C)nc3ccc(OC)cc23)cc1,1
COc1ccc(N2CCOCC2)c(NC(=O)c3oc4ccccc4c3)c1,0
CC(NC(=O)C12CC3CC(C)(CC(C)(C3)C1)C2)c4ccncc4,1
Fc1ccc(NC(=O)c2cccc3ccccc23)cc1,0
Nc1cc(ccc1N(=O)=O)N2CCCC2,0
COc1cccc(CN2C(=O)c3ccccc3n4nc(C)cc24)c1,0
CC(=O)Nc1ccc(Nc2cc(C)c3ccccc3n2)cc1,1
CC1=Nc2ccccc2/C/1=C/NNS(=O)(=O)c3ccccc3,0
CC1(C)Cc2ccccc2C3=C1C(=O)N=C(NN)N3,1
CC(CNS(=O)(=O)c1ccccc1)Sc2nc(C)cc(C)n2,1
CCc1onc(C)c1C(=O)O,1
NS(=O)(=O)c1cnccc1NCCc2ccccc2,1
CN1CCN(CCCCOc2cccc3ccccc23)CC1,1
Clc1ccc2OC(=O)N(CC(=O)NC3CCCCC3)c2c1,0
COc1ccc(cc1)C(=O)n2cc(C(=O)C)c3ccccc23,0
CC(C)CNC(=O)COC(=O)C1c2ccccc2Oc3ccccc13,1
COc1ccc(cc1)N2CCN(CC2)C(=O)CN3C(=O)NC4(CCCCC4C)C3=O,1
CC(C)OP(=O)(C(O)c1cccnc1)c2ccc(cc2)N(C)C,1
Cc1nc2ccccn2c1C(=O)N\N=C\c3ccccc3,1
Cc1cccc(NC(=O)N2CCCCCC2)c1,1
Clc1ccc(CN2C(=O)CNC2=S)cc1,1
CC1(C)Cc2ccccc2C3=NNC(=O)C3=N1,1
Fc1cccc(F)c1NC(=O)CCc2ccc(cc2)S(=O)(=O)N3CCOCC3,1
CN1C(=O)NC(=O)c2c1nc(NCCN)n2CCOc3ccccc3,1
CC(C)(C)C1=CC(=CNOCC(=O)O)C=C(C1=O)C(C)(C)C,1
O=C(CSc1ncnc2ccccc12)NCc3ccc4OCOc4c3,1
CCC(C)c1ccc(cc1)S(=O)(=O)N2CCN(CC2)c3ccccn3,0
N\C(=N/N(=O)=O)\N1CCN(CC1)C(=O)c2ccccn2,1
Cc1ccc(cc1)C(=O)Cn2cc(nc2C)N(=O)=O,1
COc1ccccc1OCCNC(=O)c2ccc3CCCc3c2,1
Cc1ccnc2nc(nn12)C(=O)OCC(=O)c3c[nH]c4ccccc34,0
CCc1ccccc1OCC(=O)OCC(=O)N2CC(=O)Nc3ccccc23,1
CCN1C=C(C(=O)OC)C(=O)c2ccc(C)nc12,1
CC(C)SC1=NC(=O)C2=CNN(C2=N1)c3ccc(Cl)cc3,0
Fc1ccccc1CC(=O)Nc2cc(ccc2N3CCCC3)S(=O)(=O)N4CCOCC4,1
Fc1ccc(NC(=O)NCCCCc2ccccc2)cc1,0
[N-]=[N+]=NC(C1=Nc2ccccc2NC1=O)c3ccccc3,0
CCCCCCOC(=O)c1ccc(N)cc1,1
S=C(Nc1ccccc1)C(C#N)c2nc3ccccc3[nH]2,0
CCOC(=O)N1CCN(CC(O)c2c[nH]c3ccccc23)CC1,1
C(N1CCN(CC1)c2ccccc2)c3cnc(s3)N4CCOCC4,1
COc1ccc(Cl)cc1NC(=O)CN(C)CC(=O)NCc2ccc(F)cc2,1
NC(=O)C1Cc2ccccc2CN1S(=O)(=O)c3cccs3,1
CSc1ncccc1C(=O)NCC(N2CCCCC2)c3occc3,1
Nc1cccc(c1)C(=O)N\N=C\c2ccsc2,1
Cc1cc(c(Cl)cc1Cl)S(=O)(=O)Nc2cccnc2,0
COC(=O)c1sccc1NC(=O)Nc2cc(OC)ccc2OC,1
COCCCNC(=O)c1ccc(NC(=O)C)cc1,1
CCNC(=O)CSC1=Nc2sccc2C(=O)N1c3ccccc3,1
CN(c1ccccc1)S(=O)(=O)c2ccc(cc2)c3ccccc3,0
CCCC1=CC(=O)Oc2cc(OCC(=O)N3CCC(CC3)C(=O)N)ccc12,1
COc1ccc(CCNC(=O)C2C3CCC(C3)C2C(=O)O)cc1OC,1
Cc1cccc(C)c1OCC(=O)NC2CC2,1
CN(C(=O)NC1CCCCC1)c2ccccc2,1
CCCOCC(O)CCC1=NNC(=S)N1CC=C,1
Clc1ccccc1C(=O)Nc2ccc(NC(=O)c3cccnc3)cc2,0
CCCOc1cccc(c1)C(=O)N\N=C\c2cocc2,1
COc1cc(NC(=S)N(C)C)c(OC)cc1Cl,1
COc1ccc(Cl)cc1NC(=O)Nc2cnccn2,0
COC(=O)c1cnc(Nc2cccc(c2)C(F)(F)F)c(c1)N(=O)=O,0
O=C1Oc2ccccc2C(=C1N(=O)=O)N3CCOCC3,1
CC1CCCN(C1)C(=O)COC(=O)Cn2cnc3ccccc23,1
Cc1ccccc1NC(=O)CN2N=Nc3sc4COC(C)(C)Cc4c3C2=O,0
CN(Cc1onc(n1)c2cccc(C)c2)C(=O)c3ccoc3C,1
COc1ccc(\C=N\Nc2cc(C)nc(n2)N3CCOCC3)c(OC)c1,0
COc1ccc(CNCCSc2nnnn2C)c(OC)c1OC,1
CC(=O)NC(Cc1ccccc1)C(=O)C,1
COc1ccccc1OCC(O)CN2CCOCC2,1
CCCC(CCC(=O)Nc1ccn(n1)c2ccccc2)C(=O)O,1
CC1=Nc2ccccc2/C/1=C/NNC(=O)c3cc(nc4ccccc34)c5cccnc5,0
COc1ccc(OCC(=O)Nc2ccc3nc(C)sc3c2)cc1,1
CCOc1ccc(\C=N\N2C(C)CCCC2C)cc1OC,1
Fc1ccc(cc1)C2=NO[C@H]3[C@@H]2C(=O)N(Cc4ccccc4)C3=O,0
COc1ccc(CCC(=O)NNC(=O)Cn2nc(C)cc2C)cc1,1
CN1CCC(CN)(CC1)N2CCN(CC2)c3ccccc3,1
Cc1ccc(NNC(=O)Nc2ccc(Cl)cc2)nn1,1
CCN(CC)Cc1c(nnn1c2nonc2N)C(=O)N\N=C\c3ccncc3,1
Clc1ccc(cc1)S(=O)(=O)NC(=NS(=O)(=O)c2ccc(Cl)cc2)c3ccccc3,1
CCCN(CC(=O)Nc1ccccc1OC)C(=O)c2nc3nc(C)ccn3n2,1
Cc1onc(c2ccccc2)c1C(=O)N\N=C\c3ccc(Br)cc3,0
CCCCN(C1CCS(=O)(=O)C1)C(=O)C2CC2,1
COc1ccc(cc1)N2C(=O)NC(=O)C2=O,1
Clc1ccc(cn1)c2nc3ccccc3[nH]2,1
CCOC(=O)c1cccc(NC(=S)NCc2ccc(C)cc2)c1,0
COC(=O)c1c(NC(=O)N(C)C)onc1c2c(Cl)cccc2Cl,1
NNc1nnc2c3cc(F)ccc3n(Cc4ccccc4)c2n1,0
Cc1cccc(c1)C(=O)NNC(=O)c2ccccc2N(=O)=O,1
Cc1ccc(NC(=O)CSC2=NC(=O)c3ccccc3N2)cc1N(=O)=O,0
Cn1cnc(c1Cl)N(=O)=O,1
O=C(Nc1nncs1)C23CC4CC(CC(C4)C2)C3,1
COC(=O)c1c(N)sc2COC(C)(C)Cc12,1
Clc1ccncc1C(=O)Nc2cccc(c2)n3cnnn3,1
COc1ccc(OC)c(\C=C\C(=O)NCCc2nc3ccccc3[nH]2)c1,1
Oc1c(ccc2ccccc12)C(=O)OCC(=O)Nc3ccccc3,0
COc1ccc(CCC(=O)NCC2CCCCC2)cc1OC,1
Fc1ccc(CC(=O)Nc2nc(cs2)c3ccc(F)c(F)c3)cc1,0
CN1C(C(=O)N(C1=O)c2nnc(s2)C(C)(C)C)c3ccccc3,1
COc1cc(CC2C(=O)Nc3ccccc23)cc(C)c1O,1
Cc1cccc(c1)N2C=CC(=O)C(=N2)C(=O)O,1
CC(C)CC(C)NC(=O)c1ccc(cc1)C(F)(F)F,0
CC(=O)c1cccc(NC(=O)c2oc(C)cc2)c1,1
COc1ccc(NC(=O)c2cc(C)nc3ccccc23)cc1S(=O)(=O)N4CCOCC4,0
CSc1ccc(CN(C)C(=O)C2=CC(=O)c3ccccc3O2)cc1,1
Cc1ccc(cc1)c2nc(N)sc2c3ccc(C)cc3,0
CCOc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)c3ccncc3,1
